20
20
44551,17,1
13867,11,11
53622,7,6
3120,18,8
54990,7,0
39265,15,17
28694,0,3
18975,17,3
24837,1,11
47906,15,0
34749,4,5
54289,6,5
36316,18,5
13851,17,0
17662,16,15
46302,2,18
19534,14,11
40666,15,3
13413,14,16
51663,2,13
47490,17,1
31425,3,17
14704,0,4
47707,12,3
28065,3,1
9145,19,12
29369,13,8
55710,4,16
47494,19,0
24479,18,15
37223,18,12
33452,14,18
43417,5,3
8535,3,0
11553,3,2
7836,13,4
22739,17,16
49471,13,2
8267,0,10
18640,4,1
53005,8,17
13825,11,13
43205,18,13
24486,17,18
8169,8,12
11546,0,1
44801,15,3
52756,9,15
54260,2,5
35475,19,0
8538,2,3
51750,11,3
15810,3,9
50946,7,1
13832,11,12
53621,7,7
13110,11,17
10691,10,2
56878,7,11
34193,18,11
10148,18,2
47620,4,5
27536,14,5
31217,19,0
9394,5,1
31235,16,5
54985,8,17
46187,10,9
36071,17,8
5782,12,1
50273,5,17
48825,14,19
13387,4,16
26939,14,7
43295,14,18
32851,5,2
44052,15,13
27387,15,18
23512,12,4
38319,13,6
18971,11,17
46358,15,5
13279,17,4
7817,12,11
44552,17,1
45995,4,11
1882,10,12
32423,3,4
5616,6,6
29795,9,2
36315,19,17
53101,5,11
17670,14,6
18976,17,3
10467,13,15
840,0,1
45170,9,5
43302,16,11
10474,10,7
15947,16,10
21629,9,14
11556,3,3
43418,9,6
35858,18,14
22740,17,16
39950,16,14
46269,1,19
56996,5,15
5159,19,1
24487,17,13
46304,1,18
46276,1,19
51994,7,18
27330,10,1
48800,11,6
13385,4,14
9149,14,6
39434,13,2
18899,14,6
47621,6,4
24218,15,11
14900,13,12
39908,13,16
55610,5,5
1921,12,10
5783,14,9
40672,19,2
2870,17,4
45504,7,19
44050,13,11
29685,11,8
9397,1,4
17235,12,7
21772,18,4
36669,5,16
57637,0,9
13280,19,8
1236,17,7
8540,6,16
28175,8,6
38867,3,17
9404,1,3
20737,19,10
25346,13,9
13834,12,9
47910,14,0
1228,18,8
49532,8,11
39898,9,17
13823,11,14
28698,3,2
14154,12,2
57642,11,8
30852,13,19
841,2,4
52279,1,5
43303,16,11
10448,11,1
5522,8,2
37956,18,9
44026,11,2
26941,13,11
46067,18,1
21709,2,7
42280,15,17
44803,19,0
10122,18,4
2027,14,17
44047,11,15
47237,3,12
24481,13,3
26339,18,3
28025,16,11
27380,15,18
43590,14,3
968,4,16
40448,5,8
37228,12,1
42757,19,14
3123,19,4
24488,16,12
49613,4,4
46277,2,18
55703,3,15
35685,2,1
35476,19,0
30552,4,5
10535,15,4
38529,10,4
29672,0,17
29860,5,11
11542,10,16
7822,13,9
54211,6,5
5784,14,9
43415,5,3
11755,5,7
1910,13,0
54258,2,5
56144,4,16
5160,19,1
22735,17,16
11206,17,5
13828,11,13
29493,14,15
10694,17,2
14399,14,5
27332,10,1
9151,19,19
46059,17,13
13835,12,9
37848,7,11
16924,0,9
46154,18,7
48881,18,5
18167,13,7
44029,11,2
24212,12,17
7818,12,11
40450,5,7
31638,16,3
22506,15,3
34186,12,16
33454,12,19
14134,7,3
27167,19,4
42752,7,12
36672,10,3
14133,10,6
39946,16,14
43304,16,4
52458,7,7
50371,5,7
8270,0,12
16818,8,7
2002,1,1
42869,14,6
50276,5,18
26942,12,12
30656,17,2
51765,0,15
5364,2,17
5330,15,15
46300,0,18
48521,4,19
48828,18,17
37853,1,6
43526,8,0
13277,19,6
39952,16,14
11558,4,2
1885,11,11
20739,14,18
48179,2,14
32426,9,3
2028,15,15
46271,0,19
49614,7,5
13382,9,19
29791,9,2
38602,10,8
56256,6,11
15020,13,19
46278,2,18
35480,19,0
10679,17,3
10683,10,17
843,3,2
50243,9,9
11202,17,6
17664,15,12
17028,5,13
38530,10,6
53007,0,12
21632,2,0
45162,9,4
43421,9,6
25077,4,18
27319,14,12
18644,8,13
25241,2,16
13829,11,13
5468,12,5
7613,19,7
838,0,1
36895,5,2
27333,1,12
29674,2,17
47900,15,0
8542,8,12
44030,17,6
17661,16,15
36902,9,5
19694,2,1
39437,11,9
14703,8,13
41534,17,10
31246,12,0
46191,11,10
39904,15,10
56987,4,15
40870,12,0
38574,18,15
3117,18,10
9400,1,3
50244,11,8
25078,4,18
2001,0,4
53943,6,18
40036,4,9
16398,0,11
52280,1,5
2010,2,3
20734,19,10
47913,14,0
32216,4,19
21555,7,7
15976,0,6
18169,13,7
48519,4,19
28685,1,1
9393,5,1
47244,19,0
1231,17,7
31234,17,5
30855,10,10
969,2,14
10471,13,15
25239,5,13
15853,16,19
16848,12,12
7838,16,1
34902,8,7
17665,15,12
10461,7,9
31637,8,16
47615,4,6
31236,18,4
46273,1,18
21633,2,0
50246,11,8
42918,3,12
43422,5,3
19530,14,12
8545,4,0
56754,1,14
56880,4,4
45580,14,2
10674,10,19
5469,12,5
40452,5,8
37294,10,0
43210,15,14
20654,5,8
9153,19,9
45680,15,13
29675,2,19
35677,11,12
54351,7,6
26331,18,6
14904,15,5
50269,7,17
1928,10,12
26946,14,8
14147,5,12
45018,2,6
53941,7,16
15011,13,5
50081,4,15
9147,12,19
50369,6,7
21769,19,13
56985,4,14
25079,6,19
48044,2,6
21941,3,15
20741,19,10
13838,17,0
173,14,3
13406,15,16
38528,10,4
36069,19,16
54882,8,18
9144,11,15
3116,12,16
47618,7,4
40869,11,0
9073,0,17
26945,14,8
3119,18,8
1623,18,3
11545,4,1
56856,11,8
33672,0,14
21766,19,17
48831,17,17
45158,8,14
42033,1,6
47196,1,10
53380,8,8
15450,19,2
18901,16,16
46290,1,19
38576,16,7
28029,19,5
45581,17,2
15546,12,18
42276,13,18
22509,17,2
14150,12,2
40188,5,3
15451,18,0
29368,16,9
53946,5,17
1880,10,12
25240,2,16
15023,15,8
10684,12,6
40571,19,8
29676,2,17
47947,0,17
51755,19,12
20662,5,2
19533,14,11
49610,4,6
17667,18,6
38533,9,6
14716,0,5
13850,17,0
29532,3,14
50082,4,15
36668,10,3
836,10,16
30846,14,10
43424,5,3
56994,6,15
8547,6,17
49310,8,5
5471,12,5
33451,17,13
44587,5,13
15863,7,0
49535,13,13
5361,10,2
10528,17,19
24485,17,18
11552,4,2
1909,13,0
25444,16,4
49469,11,2
15809,17,9
5329,16,12
1897,12,11
50945,11,7
35682,10,14
10446,10,8
5233,13,3
16939,3,14
14402,14,5
43593,14,2
34192,14,13
32408,5,1
32411,0,2
16977,19,18
48520,4,17
28684,1,1
5523,8,2
48806,10,6
19693,2,2
23932,7,8
46186,11,10
23618,19,11
52513,14,4
50077,6,14
50942,7,1
13860,16,2
13115,14,11
2013,8,12
38582,15,6
26666,19,3
2868,18,13
37950,16,8
47236,3,13
32215,4,18
46291,1,18
27379,18,19
21940,6,14
8253,6,19
49618,7,4
14131,6,3
54887,4,17
18391,18,18
52438,3,16
46352,18,5
15954,11,1
37295,10,0
1876,9,13
15805,19,15
15015,15,7
43525,0,12
11750,5,11
16379,16,2
10465,13,15
46324,1,18
38527,10,4
14717,3,3
21621,3,7
34748,5,6
27539,13,12
46308,2,19
47609,4,5
21628,5,0
39949,16,14
19690,7,10
49311,8,5
13842,17,0
2025,16,15
29498,15,17
5472,12,5
52442,3,16
24472,3,10
21605,10,9
16579,5,10
26668,19,3
19698,2,2
49470,13,2
29678,12,7
6429,1,13
37303,9,1
53006,9,0
26936,13,11
41538,17,11
35552,5,14
31215,15,2
57254,2,8
42864,18,8
44062,15,14
50941,7,1
37850,2,8
44739,7,7
37851,1,8
56752,6,13
52759,4,4
33787,9,9
47899,15,0
33821,13,10
40670,19,0
7610,18,6
49621,6,5
46180,9,10
46285,0,19
11000,5,6
45502,0,7
13833,11,12
5656,7,3
30851,13,19
21019,10,19
45016,2,6
43595,16,2
47489,13,17
14153,16,0
45495,7,19
22585,2,4
51772,0,15
40872,12,0
29794,9,2
10151,18,2
7466,16,16
33675,2,17
45169,3,8
17669,16,3
16397,0,11
31219,18,0
29680,0,8
26937,14,7
26940,14,7
47948,1,16
34746,4,6
36075,18,18
37955,18,16
51181,8,7
48880,13,17
44025,7,11
11013,3,8
5615,9,15
46293,0,19
4045,17,1
47610,6,5
19710,2,2
29531,2,13
2863,18,15
46063,17,13
52459,6,7
49620,7,5
30558,5,4
5473,12,5
28020,19,11
44553,18,0
54509,4,13
32424,9,12
44028,19,4
55280,2,15
23614,16,6
28507,10,6
36822,10,11
14149,12,2
7464,17,15
41539,8,18
15017,15,7
6430,2,14
16381,13,1
21604,9,16
45168,3,8
34750,5,9
10534,15,4
35549,0,16
47952,0,17
47241,17,1
54507,4,13
7820,13,8
22741,17,16
48884,15,18
52444,4,15
10447,10,8
46298,1,18
45503,5,18
21612,1,4
51763,0,15
43207,16,7
26167,2,11
23185,6,10
26669,19,2
21771,18,4
49307,8,5
9150,14,6
16855,12,13
54511,3,13
18648,0,3
51752,19,16
16842,10,18
32414,1,2
48178,6,13
49315,9,5
31640,16,3
36899,4,7
1998,7,13
15866,8,2
10675,17,5
15856,15,13
36670,2,12
10462,8,4
42867,17,6
7605,15,6
46287,1,17
9405,0,6
34745,5,5
15946,13,8
36166,12,0
29796,9,2
19702,0,2
20738,14,16
1884,9,12
28478,19,11
24214,19,5
26338,18,3
37227,14,2
51661,2,13
29789,11,7
16124,15,3
38539,10,5
5158,19,1
20666,7,3
42032,2,7
36318,19,5
35478,18,0
45171,6,3
21624,5,0
34751,5,4
21631,2,0
32213,8,19
43523,9,16
46065,17,13
7821,13,7
4040,15,5
48885,17,19
24482,17,18
9392,10,17
56088,7,7
18902,13,13
1916,13,0
38869,1,15
48043,6,9
49468,13,4
19701,0,2
33671,0,14
48892,16,4
49309,8,5
35686,3,5
32410,6,2
45678,13,12
36667,10,3
16544,12,15
48622,19,13
36900,7,3
31641,16,3
26168,16,18
26171,16,18
21556,7,6
5775,2,9
21768,18,6
45505,6,1
5785,14,9
10531,16,17
55961,3,6
25441,18,2
40034,11,3
54884,5,16
22832,19,3
39944,17,14
48599,17,6
18168,13,7
38540,10,5
54513,4,13
42273,8,10
52512,14,4
27316,18,16
8533,10,18
47242,15,1
35479,19,0
3430,6,8
33806,14,17
33444,17,12
53623,6,6
24967,13,3
47235,3,12
4041,18,3
45675,14,14
13846,17,0
11559,4,3
37854,1,8
25345,13,10
8250,0,7
52446,3,16
45992,8,8
34077,6,15
18903,15,16
15804,19,15
49615,7,5
46321,1,19
13853,17,0
46279,0,19
10680,17,5
55704,0,16
50247,11,8
9146,12,19
37224,16,12
5464,11,16
32416,3,0
5777,13,1
46159,13,19
36901,6,16
35474,15,2
37298,9,1
49531,8,10
23510,12,4
51184,9,0
1874,10,18
39903,16,9
13409,14,19
18394,16,6
55700,5,14
45508,7,19
15006,11,5
29530,6,13
45163,6,3
2020,16,15
48887,16,4
13830,11,13
29495,14,15
53519,8,1
