clip_id	track_number	title	artist	album	url	segmentStart	segmentEnd	original_url	mp3_path
50080	13	In a garden so green (anon)	Edward Martin and William Bastian	Virtues and Vices	http://www.magnatune.com/artists/albums/martin-virtues/	88	117	http://he3.magnatune.com/all/13-In%20a%20garden%20so%20green%20(anon)-Edward%20Martin%20and%20William%20Bastian.mp3	a/edward_martin_and_william_bastian-virtues_and_vices-13-in_a_garden_so_green_anon-88-117.mp3
38604	09	Aria_ Spring the Ranunculus' from Airs for the Seasons (Oswald)	Da Camera	A Celtic Celebration	http://www.magnatune.com/artists/albums/dacamera-celtic/	88	117	http://he3.magnatune.com/all/09-Aria_%20Spring%20the%20Ranunculus'%20from%20Airs%20for%20the%20Seasons%20(Oswald)-Da%20Camera.mp3	a/da_camera-a_celtic_celebration-09-aria_spring_the_ranunculus_from_airs_for_the_seasons_oswald-88-117.mp3
46182	11	Mystery	The Headroom Project	Ciri a Doro	http://www.magnatune.com/artists/albums/headroom-ciri/	59	88	http://he3.magnatune.com/all/11-Mystery-The%20Headroom%20Project.mp3	a/the_headroom_project-ciri_a_doro-11-mystery-59-88.mp3
34174	07	wallguitar	Mr Gelatine	Electroluv	http://www.magnatune.com/artists/albums/gelatine-electroluv/	0	29	http://he3.magnatune.com/all/07-wallguitar-Mr%20Gelatine.mp3	a/mr_gelatine-electroluv-07-wallguitar-0-29.mp3
45173	11	Ballade Op.23 in g minor	Janine Johnson	Chopin Recital	http://www.magnatune.com/artists/albums/jjohnson-chopin/	465	494	http://he3.magnatune.com/all/11-Ballade%20Op.23%20in%20g%20minor-Janine%20Johnson.mp3	a/janine_johnson-chopin_recital-11-ballade_op_23_in_g_minor-465-494.mp3
37222	08	Shackles Of Gold	Yongen	Yello Haus	http://www.magnatune.com/artists/albums/yongen-yello/	0	29	http://he3.magnatune.com/all/08-Shackles%20Of%20Gold-Yongen.mp3	a/yongen-yello_haus-08-shackles_of_gold-0-29.mp3
9071	02	Psalm 146 and O Thou the Only Begotten Son	Ensemble Sreteniye	Ancient Church Singing of Byzantine Georgia and Rus	http://www.magnatune.com/artists/albums/sreteniye-ancient/	117	146	http://he3.magnatune.com/all/02-Psalm%20146%20and%20O%20Thou%20the%20Only%20Begotten%20Son-Ensemble%20Sreteniye.mp3	a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-02-psalm_146_and_o_thou_the_only_begotten_son-117-146.mp3
2004	01	Ichi	Tilopa	Pictures of Silence	http://www.magnatune.com/artists/albums/tilopa-pictures/	175	204	http://he3.magnatune.com/all/01-Ichi-Tilopa.mp3	a/tilopa-pictures_of_silence-01-ichi-175-204.mp3
15858	03	Tropics	Jade Leary	And Come the Sirens	http://www.magnatune.com/artists/albums/jade-sirens/	146	175	http://he3.magnatune.com/all/03-Tropics-Jade%20Leary.mp3	a/jade_leary-and_come_the_sirens-03-tropics-146-175.mp3
33807	07	The Mystery of Pain	Falik	Dreams from the Machine	http://www.magnatune.com/artists/albums/falik-dreams/	146	175	http://he3.magnatune.com/all/07-The%20Mystery%20of%20Pain-Falik.mp3	a/falik-dreams_from_the_machine-07-the_mystery_of_pain-146-175.mp3
26944	06	entity	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	291	320	http://he3.magnatune.com/all/06-entity-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-06-entity-291-320.mp3
1237	01	Destiny Trip	Falling You	Human	http://www.magnatune.com/artists/albums/fallingyou-human/	349	378	http://he3.magnatune.com/all/01-Destiny%20Trip-Falling%20You.mp3	a/falling_you-human-01-destiny_trip-349-378.mp3
25343	05	Voices in the Forest	Rhonda Lorence	Winter Moon	http://www.magnatune.com/artists/albums/lorence-winter/	30	59	http://he3.magnatune.com/all/05-Voices%20in%20the%20Forest-Rhonda%20Lorence.mp3	a/rhonda_lorence-winter_moon-05-voices_in_the_forest-30-59.mp3
44057	10	Seaworld	The Headroom Project	Ciri a Doro	http://www.magnatune.com/artists/albums/headroom-ciri/	291	320	http://he3.magnatune.com/all/10-Seaworld-The%20Headroom%20Project.mp3	a/the_headroom_project-ciri_a_doro-10-seaworld-291-320.mp3
55698	19	Eau vive source d'amour (Jacues Mauduit)	Edward Martin and William Bastian	Virtues and Vices	http://www.magnatune.com/artists/albums/martin-virtues/	30	59	http://he3.magnatune.com/all/19-Eau%20vive%20source%20d'amour%20(Jacues%20Mauduit)-Edward%20Martin%20and%20William%20Bastian.mp3	a/edward_martin_and_william_bastian-virtues_and_vices-19-eau_vive_source_damour_jacues_mauduit-30-59.mp3
48830	12	searching for M	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	175	204	http://he3.magnatune.com/all/12-searching%20for%20M-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-12-searching_for_m-175-204.mp3
44804	10	We Are The Dangerous	Electric Frankenstein	The Time Is Now	http://www.magnatune.com/artists/albums/elecfrank-timenow/	88	117	http://he3.magnatune.com/all/10-We%20Are%20The%20Dangerous-Electric%20Frankenstein.mp3	a/electric_frankenstein-the_time_is_now-10-we_are_the_dangerous-88-117.mp3
47614	12	Bakfark_ qui habitat in adjutorio prima pars	Jacob Heringman	Black Cow	http://www.magnatune.com/artists/albums/heringman-blackcow/	262	291	http://he3.magnatune.com/all/12-Bakfark_%20qui%20habitat%20in%20adjutorio%20prima%20pars-Jacob%20Heringman.mp3	a/jacob_heringman-black_cow-12-bakfark_qui_habitat_in_adjutorio_prima_pars-262-291.mp3
29534	06	Tant que vivray (Claudin de Semisy)	Edward Martin and William Bastian	Virtues and Vices	http://www.magnatune.com/artists/albums/martin-virtues/	117	146	http://he3.magnatune.com/all/06-Tant%20que%20vivray%20(Claudin%20de%20Semisy)-Edward%20Martin%20and%20William%20Bastian.mp3	a/edward_martin_and_william_bastian-virtues_and_vices-06-tant_que_vivray_claudin_de_semisy-117-146.mp3
48801	12	Salvatrice	Jade Leary	And Come the Sirens	http://www.magnatune.com/artists/albums/jade-sirens/	30	59	http://he3.magnatune.com/all/12-Salvatrice-Jade%20Leary.mp3	a/jade_leary-and_come_the_sirens-12-salvatrice-30-59.mp3
32850	07	Prelude Op.28 No.13 in F major	Janine Johnson	Chopin Recital	http://www.magnatune.com/artists/albums/jjohnson-chopin/	59	88	http://he3.magnatune.com/all/07-Prelude%20Op.28%20No.13%20in%20F%20major-Janine%20Johnson.mp3	a/janine_johnson-chopin_recital-07-prelude_op_28_no_13_in_f_major-59-88.mp3
28513	06	Prelude	James Edwards	Le Tresor dOrphee by Antoine Francisque	http://www.magnatune.com/artists/albums/edwards-tresor/	30	59	http://he3.magnatune.com/all/06-Prelude-James%20Edwards.mp3	a/james_edwards-le_tresor_dorphee_by_antoine_francisque-06-prelude-30-59.mp3
44543	10	The Lost Art of Human Kindness	Jade Leary	The Lost Art of Human Kindness	http://www.magnatune.com/artists/albums/jade-art/	0	29	http://he3.magnatune.com/all/10-The%20Lost%20Art%20of%20Human%20Kindness-Jade%20Leary.mp3	a/jade_leary-the_lost_art_of_human_kindness-10-the_lost_art_of_human_kindness-0-29.mp3
27383	06	I Wounded My Summer Last Night	Yongen	Yello Haus	http://www.magnatune.com/artists/albums/yongen-yello/	117	146	http://he3.magnatune.com/all/06-I%20Wounded%20My%20Summer%20Last%20Night-Yongen.mp3	a/yongen-yello_haus-06-i_wounded_my_summer_last_night-117-146.mp3
21607	05	By The Ganges	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	88	117	http://he3.magnatune.com/all/05-By%20The%20Ganges-Tilopa.mp3	a/tilopa-by_the_way-05-by_the_ganges-88-117.mp3
19705	04	Shi	Tilopa	Pictures of Silence	http://www.magnatune.com/artists/albums/tilopa-pictures/	436	465	http://he3.magnatune.com/all/04-Shi-Tilopa.mp3	a/tilopa-pictures_of_silence-04-shi-436-465.mp3
7837	02	Infantry	Jade Leary	The Lost Art of Human Kindness	http://www.magnatune.com/artists/albums/jade-art/	88	117	http://he3.magnatune.com/all/02-Infantry-Jade%20Leary.mp3	a/jade_leary-the_lost_art_of_human_kindness-02-infantry-88-117.mp3
13384	03	In darkness let me dwell (John Dowland)	Edward Martin and William Bastian	Virtues and Vices	http://www.magnatune.com/artists/albums/martin-virtues/	59	88	http://he3.magnatune.com/all/03-In%20darkness%20let%20me%20dwell%20(John%20Dowland)-Edward%20Martin%20and%20William%20Bastian.mp3	a/edward_martin_and_william_bastian-virtues_and_vices-03-in_darkness_let_me_dwell_john_dowland-59-88.mp3
47238	11	Too Much For You	Electric Frankenstein	The Time Is Now	http://www.magnatune.com/artists/albums/elecfrank-timenow/	0	29	http://he3.magnatune.com/all/11-Too%20Much%20For%20You-Electric%20Frankenstein.mp3	a/electric_frankenstein-the_time_is_now-11-too_much_for_you-0-29.mp3
32419	07	Nana	Tilopa	Pictures of Silence	http://www.magnatune.com/artists/albums/tilopa-pictures/	349	378	http://he3.magnatune.com/all/07-Nana-Tilopa.mp3	a/tilopa-pictures_of_silence-07-nana-349-378.mp3
52283	14	When She Cam Ben (Carolan)	Da Camera	A Celtic Celebration	http://www.magnatune.com/artists/albums/dacamera-celtic/	175	204	http://he3.magnatune.com/all/14-When%20She%20Cam%20Ben%20(Carolan)-Da%20Camera.mp3	a/da_camera-a_celtic_celebration-14-when_she_cam_ben_carolan-175-204.mp3
37230	08	Shackles Of Gold	Yongen	Yello Haus	http://www.magnatune.com/artists/albums/yongen-yello/	233	262	http://he3.magnatune.com/all/08-Shackles%20Of%20Gold-Yongen.mp3	a/yongen-yello_haus-08-shackles_of_gold-233-262.mp3
22734	05	huan ying	Mr Gelatine	Electroluv	http://www.magnatune.com/artists/albums/gelatine-electroluv/	88	117	http://he3.magnatune.com/all/05-huan%20ying-Mr%20Gelatine.mp3	a/mr_gelatine-electroluv-05-huan_ying-88-117.mp3
36174	08	Lament of the Loons	Rhonda Lorence	Winter Moon	http://www.magnatune.com/artists/albums/lorence-winter/	320	349	http://he3.magnatune.com/all/08-Lament%20of%20the%20Loons-Rhonda%20Lorence.mp3	a/rhonda_lorence-winter_moon-08-lament_of_the_loons-320-349.mp3
1878	01	Helio's Course	DAC Crowell	The Mechanism of Starlight	http://www.magnatune.com/artists/albums/dac-mech/	117	146	http://he3.magnatune.com/all/01-Helio's%20Course-DAC%20Crowell.mp3	a/dac_crowell-the_mechanism_of_starlight-01-helios_course-117-146.mp3
45494	11	Dueil Angoisseux (Gilles Binchois)	Asteria	Soyes Loyal	http://www.magnatune.com/artists/albums/asteria-soyes/	0	29	http://he3.magnatune.com/all/11-Dueil%20Angoisseux%20(Gilles%20Binchois)-Asteria.mp3	a/asteria-soyes_loyal-11-dueil_angoisseux_gilles_binchois-0-29.mp3
15021	03	sixfiveoneoh	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	523	552	http://he3.magnatune.com/all/03-sixfiveoneoh-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-03-sixfiveoneoh-523-552.mp3
39262	09	fluxlogic	Mr Gelatine	Electroluv	http://www.magnatune.com/artists/albums/gelatine-electroluv/	30	59	http://he3.magnatune.com/all/09-fluxlogic-Mr%20Gelatine.mp3	a/mr_gelatine-electroluv-09-fluxlogic-30-59.mp3
54292	17	Bakfark_ fantasia	Jacob Heringman	Black Cow	http://www.magnatune.com/artists/albums/heringman-blackcow/	117	146	http://he3.magnatune.com/all/17-Bakfark_%20fantasia-Jacob%20Heringman.mp3	a/jacob_heringman-black_cow-17-bakfark_fantasia-117-146.mp3
52258	14	Waissel_ polish dance	Jacob Heringman	Black Cow	http://www.magnatune.com/artists/albums/heringman-blackcow/	30	59	http://he3.magnatune.com/all/14-Waissel_%20polish%20dance-Jacob%20Heringman.mp3	a/jacob_heringman-black_cow-14-waissel_polish_dance-30-59.mp3
51995	14	Soyes Loyal (anon)	Asteria	Soyes Loyal	http://www.magnatune.com/artists/albums/asteria-soyes/	59	88	http://he3.magnatune.com/all/14-Soyes%20Loyal%20(anon)-Asteria.mp3	a/asteria-soyes_loyal-14-soyes_loyal_anon-59-88.mp3
14715	03	San	Tilopa	Pictures of Silence	http://www.magnatune.com/artists/albums/tilopa-pictures/	378	407	http://he3.magnatune.com/all/03-San-Tilopa.mp3	a/tilopa-pictures_of_silence-03-san-378-407.mp3
55279	18	Petit sein ou L'Amour (Francois le Fegeux)	Edward Martin and William Bastian	Virtues and Vices	http://www.magnatune.com/artists/albums/martin-virtues/	0	29	http://he3.magnatune.com/all/18-Petit%20sein%20ou%20L'Amour%20(Francois%20le%20Fegeux)-Edward%20Martin%20and%20William%20Bastian.mp3	a/edward_martin_and_william_bastian-virtues_and_vices-18-petit_sein_ou_lamour_francois_le_fegeux-0-29.mp3
47903	12	Earth Beyond a Finite Thought	Jade Leary	The Lost Art of Human Kindness	http://www.magnatune.com/artists/albums/jade-art/	146	175	http://he3.magnatune.com/all/12-Earth%20Beyond%20a%20Finite%20Thought-Jade%20Leary.mp3	a/jade_leary-the_lost_art_of_human_kindness-12-earth_beyond_a_finite_thought-146-175.mp3
19418	04	Right On Target	Electric Frankenstein	The Time Is Now	http://www.magnatune.com/artists/albums/elecfrank-timenow/	117	146	http://he3.magnatune.com/all/04-Right%20On%20Target-Electric%20Frankenstein.mp3	a/electric_frankenstein-the_time_is_now-04-right_on_target-117-146.mp3
19531	04	Scream	Yongen	Yello Haus	http://www.magnatune.com/artists/albums/yongen-yello/	117	146	http://he3.magnatune.com/all/04-Scream-Yongen.mp3	a/yongen-yello_haus-04-scream-117-146.mp3
31587	07	From Insult to Injury	Four Stones	La Vie Chill	http://www.magnatune.com/artists/albums/fourstones-viechill/	88	117	http://he3.magnatune.com/all/07-From%20Insult%20to%20Injury-Four%20Stones.mp3	a/four_stones-la_vie_chill-07-from_insult_to_injury-88-117.mp3
13410	03	Inner Child	Falik	Dreams from the Machine	http://www.magnatune.com/artists/albums/falik-dreams/	146	175	http://he3.magnatune.com/all/03-Inner%20Child-Falik.mp3	a/falik-dreams_from_the_machine-03-inner_child-146-175.mp3
7824	02	Imprints	Rhonda Lorence	Winter Moon	http://www.magnatune.com/artists/albums/lorence-winter/	233	262	http://he3.magnatune.com/all/02-Imprints-Rhonda%20Lorence.mp3	a/rhonda_lorence-winter_moon-02-imprints-233-262.mp3
6350	02	Branle Gay (troisiesme)	James Edwards	Le Tresor dOrphee by Antoine Francisque	http://www.magnatune.com/artists/albums/edwards-tresor/	30	59	http://he3.magnatune.com/all/02-Branle%20Gay%20(troisiesme)-James%20Edwards.mp3	a/james_edwards-le_tresor_dorphee_by_antoine_francisque-02-branle_gay_troisiesme-30-59.mp3
28062	06	Morningwalk	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	117	146	http://he3.magnatune.com/all/06-Morningwalk-Tilopa.mp3	a/tilopa-by_the_way-06-morningwalk-117-146.mp3
11543	03	Amigos De Viaje	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	30	59	http://he3.magnatune.com/all/03-Amigos%20De%20Viaje-Tilopa.mp3	a/tilopa-by_the_way-03-amigos_de_viaje-30-59.mp3
902	01	Carolan's Concerto (Carolan Five Tunes by the Irish Harper)	Da Camera	A Celtic Celebration	http://www.magnatune.com/artists/albums/dacamera-celtic/	0	29	http://he3.magnatune.com/all/01-Carolan's%20Concerto%20(Carolan%20Five%20Tunes%20by%20the%20Irish%20Harper)-Da%20Camera.mp3	a/da_camera-a_celtic_celebration-01-carolans_concerto_carolan_five_tunes_by_the_irish_harper-0-29.mp3
46305	11	O Theotokos the Virgin Rejoice (Ave Maria)	Ensemble Sreteniye	Ancient Church Singing of Byzantine Georgia and Rus	http://www.magnatune.com/artists/albums/sreteniye-ancient/	1248	1277	http://he3.magnatune.com/all/11-O%20Theotokos%20the%20Virgin%20Rejoice%20(Ave%20Maria)-Ensemble%20Sreteniye.mp3	a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-11-o_theotokos_the_virgin_rejoice_ave_maria-1248-1277.mp3
14148	03	Northward	Jade Leary	The Lost Art of Human Kindness	http://www.magnatune.com/artists/albums/jade-art/	30	59	http://he3.magnatune.com/all/03-Northward-Jade%20Leary.mp3	a/jade_leary-the_lost_art_of_human_kindness-03-northward-30-59.mp3
16582	04	Bakfark_ si grand e la pieta	Jacob Heringman	Black Cow	http://www.magnatune.com/artists/albums/heringman-blackcow/	88	117	http://he3.magnatune.com/all/04-Bakfark_%20si%20grand%20e%20la%20pieta-Jacob%20Heringman.mp3	a/jacob_heringman-black_cow-04-bakfark_si_grand_e_la_pieta-88-117.mp3
174	01	4 O'Clock Sunny And Hot	Liquid Zen	Magic Midsummer	http://www.magnatune.com/artists/albums/liquid-magic/	88	117	http://he3.magnatune.com/all/01-4%20O'Clock%20Sunny%20And%20Hot%20-%20Liquid%20Zen.mp3	a/liquid_zen-magic_midsummer-01-4_oclock_sunny_and_hot-88-117.mp3
31424	07	Exultate Justi in Domino (Pierre Certon)	Edward Martin and William Bastian	Virtues and Vices	http://www.magnatune.com/artists/albums/martin-virtues/	0	29	http://he3.magnatune.com/all/07-Exultate%20Justi%20in%20Domino%20(Pierre%20Certon)-Edward%20Martin%20and%20William%20Bastian.mp3	a/edward_martin_and_william_bastian-virtues_and_vices-07-exultate_justi_in_domino_pierre_certon-0-29.mp3
36896	08	Polonaise Op.44 in f minor	Janine Johnson	Chopin Recital	http://www.magnatune.com/artists/albums/jjohnson-chopin/	320	349	http://he3.magnatune.com/all/08-Polonaise%20Op.44%20in%20f%20minor-Janine%20Johnson.mp3	a/janine_johnson-chopin_recital-08-polonaise_op_44_in_f_minor-320-349.mp3
5470	01	trioxidation	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	175	204	http://he3.magnatune.com/all/01-trioxidation-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-01-trioxidation-175-204.mp3
55711	19	Encore	Asteria	Soyes Loyal	http://www.magnatune.com/artists/albums/asteria-soyes/	117	146	http://he3.magnatune.com/all/19-Encore-Asteria.mp3	a/asteria-soyes_loyal-19-encore-117-146.mp3
29688	06	Three Airs from The Dancing Master (Playford)	Da Camera	A Celtic Celebration	http://www.magnatune.com/artists/albums/dacamera-celtic/	262	291	http://he3.magnatune.com/all/06-Three%20Airs%20from%20The%20Dancing%20Master%20(Playford)-Da%20Camera.mp3	a/da_camera-a_celtic_celebration-06-three_airs_from_the_dancing_master_playford-262-291.mp3
39669	09	interstate	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	88	117	http://he3.magnatune.com/all/09-interstate-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-09-interstate-88-117.mp3
40573	09	Quiero Bailar Contigo	The Headroom Project	Ciri a Doro	http://www.magnatune.com/artists/albums/headroom-ciri/	146	175	http://he3.magnatune.com/all/09-Quiero%20Bailar%20Contigo-The%20Headroom%20Project.mp3	a/the_headroom_project-ciri_a_doro-09-quiero_bailar_contigo-146-175.mp3
32418	07	Nana	Tilopa	Pictures of Silence	http://www.magnatune.com/artists/albums/tilopa-pictures/	320	349	http://he3.magnatune.com/all/07-Nana-Tilopa.mp3	a/tilopa-pictures_of_silence-07-nana-320-349.mp3
21022	05	A Bird in a Cage	Falling You	Human	http://www.magnatune.com/artists/albums/fallingyou-human/	88	117	http://he3.magnatune.com/all/05-A%20Bird%20in%20a%20Cage-Falling%20You.mp3	a/falling_you-human-05-a_bird_in_a_cage-88-117.mp3
21775	05	Come To That	Liquid Zen	Magic Midsummer	http://www.magnatune.com/artists/albums/liquid-magic/	262	291	http://he3.magnatune.com/all/05-Come%20To%20That%20-%20Liquid%20Zen.mp3	a/liquid_zen-magic_midsummer-05-come_to_that-262-291.mp3
33449	07	Starshine	Falling You	Human	http://www.magnatune.com/artists/albums/fallingyou-human/	233	262	http://he3.magnatune.com/all/07-Starshine-Falling%20You.mp3	a/falling_you-human-07-starshine-233-262.mp3
28476	06	Por Tus Ojos	Liquid Zen	Magic Midsummer	http://www.magnatune.com/artists/albums/liquid-magic/	0	29	http://he3.magnatune.com/all/06-Por%20Tus%20Ojos%20-%20Liquid%20Zen.mp3	a/liquid_zen-magic_midsummer-06-por_tus_ojos-0-29.mp3
46311	11	O Theotokos the Virgin Rejoice (Ave Maria)	Ensemble Sreteniye	Ancient Church Singing of Byzantine Georgia and Rus	http://www.magnatune.com/artists/albums/sreteniye-ancient/	1422	1451	http://he3.magnatune.com/all/11-O%20Theotokos%20the%20Virgin%20Rejoice%20(Ave%20Maria)-Ensemble%20Sreteniye.mp3	a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-11-o_theotokos_the_virgin_rejoice_ave_maria-1422-1451.mp3
24965	05	Sun Shines	Plunkett	14 Days	http://www.magnatune.com/artists/albums/plunkett-days/	59	88	http://he3.magnatune.com/all/05-Sun%20Shines-Plunkett.mp3	a/plunkett-14_days-05-sun_shines-59-88.mp3
35548	08	Fragment from the Divine Liturgy Strochnoy Chant	Ensemble Sreteniye	Ancient Church Singing of Byzantine Georgia and Rus	http://www.magnatune.com/artists/albums/sreteniye-ancient/	30	59	http://he3.magnatune.com/all/08-Fragment%20from%20the%20Divine%20Liturgy%20Strochnoy%20Chant-Ensemble%20Sreteniye.mp3	a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-08-fragment_from_the_divine_liturgy_strochnoy_chant-30-59.mp3
18637	04	Moving On	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	88	117	http://he3.magnatune.com/all/04-Moving%20On-Tilopa.mp3	a/tilopa-by_the_way-04-moving_on-88-117.mp3
42755	10	g guys	Mr Gelatine	Electroluv	http://www.magnatune.com/artists/albums/gelatine-electroluv/	88	117	http://he3.magnatune.com/all/10-g%20guys-Mr%20Gelatine.mp3	a/mr_gelatine-electroluv-10-g_guys-88-117.mp3
